iteration;mean_deviation;median_deviation;count_below_threshold
211;6.39987197525;0.997838023626;3
212;1.04141123942;0.982056359093;3
213;36.5053857721;0.80537803659;4
214;1.41747596887;0.983419409594;1
215;5.63373783178;0.986802766238;2
216;0.921902991278;0.751928625096;1
217;2486.88751919;0.958993295302;1
218;872.014084926;0.950387430617;4
219;0.595565150729;0.824578232363;4
220;3.66174018936;0.891390920868;3
221;440.40173395;0.928604106329;2
222;16.7993191028;0.99978469619;0
223;0.640777924724;0.89891496387;2
224;2.64218012495;0.996441176162;1
225;50.1664063945;0.998458238933;1
226;2369.74514773;0.999208238071;1
227;28.0218593757;0.965198016993;2
228;1.78175942077;0.999126920283;1
229;847.907138585;0.979377421963;1
230;0.841549564481;0.998643222329;1
231;0.891176839009;0.802653562215;2
232;3.12833071582;0.997568553414;2
233;3.90402410927;0.985897206217;3
234;16.669369784;0.998248824447;2
235;9.83691765245;0.981166352582;1
236;1268.47378727;0.986484727633;2
237;0.939065335424;0.999385674069;3
238;2.52508017043;0.988687742025;2
239;1.07638575099;0.973856839474;1
240;3.59387814514;0.934312085853;0
241;579.817185249;0.984387398153;1
242;3.27853235892;0.946753375948;1
243;25.3261226151;0.989780639057;2
244;1.94479797206;0.975822535588;1
245;0.335400917157;0.010976626787;4
246;0.764384041651;0.958837681921;3
247;2711.2508762;0.456259679132;3
248;0.460798489391;0.351233700985;5
249;246.835363144;0.479217329026;1
250;37.4822952059;0.955083338405;1
251;1645.18966248;0.787949341493;3
252;1.81580918413;0.950285863166;0
253;0.502629636504;0.522083832206;3
254;1.53370502264;0.920470534596;4
255;357.34055556;0.978018055339;1
256;79.2861616464;0.992698784657;1
257;0.80181101998;0.448460148761;2
258;0.951979090618;0.989754508321;1
259;1.33901101423;0.792076288602;1
260;191.360708469;0.816861290099;1
261;1.64315967219;0.996348343233;1
262;2.3168602424;0.998451714455;2
263;0.642249763195;0.936117381467;3
264;0.611666072965;0.854018053998;2
265;0.587954260969;0.974199742959;2
266;13.9214811853;0.0291227251748;3
267;0.550553900967;0.149858478048;3
268;1.82880512115;0.98968953467;2
269;8.3839963208;0.997010424893;1
270;30.837279397;0.866932484396;4
271;0.870625279857;0.984727989281;1
272;0.707589138029;0.909711209979;0
273;22.8005738817;0.735348881153;1
274;1.04481190856;0.961312671104;1
275;51.6775281563;0.79436031302;0
276;1.41316557902;0.990184379359;1
277;3083.59207743;0.986144185508;0
278;1032.89673188;0.998578547861;1
279;31.2334735359;0.989053748496;1
280;2.04666912363;0.685305395747;0
281;4.60913981904;0.967363208981;2
282;0.765662015119;0.989606414846;3
283;12.0781265715;0.987675722387;1
284;6.81111944554;0.99905261915;0
285;1.14162620793;0.989002519992;2
286;36.6890204752;0.993380135249;1
287;7.07657175977;0.994493481468;0
288;1.5479730951;0.948454306987;4
289;0.666757938306;0.930580198542;2
290;1.77190994154;0.734712453183;4
291;2.87760406816;0.958776925723;1
292;2.91344866632;0.940537828472;1
293;23.1596866432;0.972112504416;3
294;86.2869399008;0.913815203062;1
295;10.7304695272;0.910449299458;3
296;1.04154919672;0.949956125358;0
297;4.85530853325;0.989739435623;1
298;2.64096234042;0.984704248963;2
299;28.1539739085;0.81763698248;4
300;0.59204166438;0.855057910193;2
301;28.2746597498;0.986036931581;0
302;0.686716622578;0.872134385406;3
303;3.56914518468;0.66167700055;2
304;0.621891692253;0.893817008668;2
305;0.574650808836;0.00934287419045;4
306;0.556374705751;0.728198712637;1
307;157.266136705;0.980479867004;2
308;1218.56281245;0.868384686879;3
309;8.65630138551;0.873132708402;1
310;1.17481489474;0.731767376984;1
311;1.12708175462;0.783422593777;3
312;63.4246875506;0.875141085204;1
313;613.534189399;0.996012686088;0
314;2.19134724658;0.956539011762;1
315;879.285555731;0.677084374681;1
316;0.673865728315;0.994167263682;1
317;5.20113909066;0.999043139793;0
318;3.59300903246;0.998687052664;0
319;0.620768239463;0.905342000854;2
320;2.79608920303;0.932206647154;2
321;2.1881541979;0.79543044181;4
322;0.61584536498;0.981870780393;1
323;76.2022656517;0.973480999329;0
324;14.1994211963;0.840622168609;0
325;2286.73444684;0.98915745047;0
326;2680.88918123;0.898774746849;3
327;290.476194947;0.959513153717;0
328;14.061267713;0.241287300044;4
329;2537.76970146;0.955718682075;2
330;0.482205563555;0.503893974793;3
331;0.67466859566;0.91632488989;1
332;0.706720432996;0.993295181576;1
333;5.81659214974;0.996252145267;0
334;0.759757366652;0.970045793178;0
335;9.06576009347;0.105695619713;4
336;2198.05391246;0.937321180858;0
337;5.90228179244;0.998945710637;2
338;7.43199636165;0.996582562558;0
339;97.7706340737;0.996978848842;0
340;3.64967380667;0.984019929411;1
341;12.1892069266;0.976534885372;1
342;1864.77988665;0.998705323991;2
343;264.298705649;0.988419809489;2
344;1.79901143462;0.831642832632;2
345;0.542317000657;0.748580950286;1
346;467.136548577;0.97155290027;1
347;0.92170046334;0.977635761421;2
348;1.03294822171;0.987561287507;0
349;6.62235399401;0.935171427293;2
350;0.524494149714;0.729902642075;3
351;0.813864552487;0.946976340885;1
352;2.65432042679;0.929157345868;0
353;10.0063890604;0.783777447913;0
354;0.519450313506;0.528462559039;3
355;0.78531645303;0.994915659548;0
356;771.5349443;0.99766326449;1
357;5.98431037571;0.998701148742;0
358;29.5622013292;0.986955426093;1
359;471.437353933;0.985580073232;0
360;607.967128651;0.972071874378;2
361;7.37694458119;0.993032907797;3
362;917.681955809;0.966031479155;0
363;1.22808005735;0.989329808614;0
364;0.826879127195;0.979598207354;1
365;0.980371538397;0.705684238201;1
366;8.68089749234;0.670508687811;2
367;435.726636839;0.981612393091;2
368;596.033252908;0.952040531886;2
369;12.0810456906;0.977500215172;1
370;0.705372302473;0.95421211377;2
371;8.73666869782;0.876039120205;1
372;0.70666192459;0.978275656701;1
373;0.624603156935;0.912842221053;1
374;3.53571566462;0.9969618904;0
375;2.03373153323;0.997426362449;3
376;13.3425936648;0.680648890411;1
377;2.29027043506;0.992553266703;3
378;0.792598786768;0.867163511825;3
379;42.5389591869;0.892434353589;2
380;0.582480827822;0.946540250287;2
381;79.416074427;0.998250040234;1
382;1.58922496576;0.772712743372;3
383;0.724481125243;0.736820464059;3
384;9.09068320888;0.344606983492;1
385;0.934423835163;0.988092523615;1
386;21.7337311585;0.993824015305;1
387;43.8176027376;0.962072639361;1
388;1011.62757829;0.998543279755;1
389;182.059361512;0.990337524387;1
390;3.64403414727;0.986637864147;2
391;10.1856330752;0.989320302729;3
392;504.344223376;0.971076509926;2
393;5.85715428795;0.989471434132;0
394;1.6085010258;0.994982891335;1
395;2.95791519679;0.972601878121;3
396;1717.37867142;0.79527889824;0
397;16.0406325659;0.95194574885;2
398;0.81586912444;0.992005716352;3
399;0.508951400997;0.0849227598265;2
400;826.335626751;0.91602945224;1
401;0.450862701687;0.182605658664;1
402;0.494117043398;0.550661706284;3
403;0.708166815573;0.994385438822;2
404;7.04005690989;0.994705571458;0
405;0.441757299953;0.226791296168;3
406;390.776605212;0.972427846336;0
407;62.3125209812;0.997197747135;1
408;2.95328544565;0.262585897703;0
409;0.591021896581;0.561483830275;3
410;11.7897970754;0.935628181006;2
411;11.6554416815;0.814140445914;1
412;4.615616794;0.999846394221;0
413;41.6872129514;0.984659239847;2
414;0.758416379868;0.0511559382261;3
415;30.80605049;0.811698880819;2
416;26.7344913653;0.891404566215;1
417;3.08843594549;0.879971039121;3
418;4.18683211759;0.946293303654;1
419;12.5060849004;0.970676526373;2
420;7.13401668342;0.989019761859;1
421;1848.71999543;0.986468207306;2
422;1.41999319571;0.972444855692;3
423;398.870633745;0.999339158425;1
424;8.66175013168;0.902176844301;1
425;0.595252591248;0.828308344687;1
426;0.744707093286;0.982342726065;1
427;1930.96810509;0.921063032339;0
428;1427.19423275;0.943326056863;0
429;3.98343361626;0.685983767643;2
430;0.524983054789;0.0506214640052;3
431;3.2843614072;0.972392967201;2
432;11.2456789858;0.997354814294;1
433;153.982038115;0.980321559696;2
434;3.14296737366;0.995025481647;0
435;1.94304705646;0.998473333441;1
436;3.26251204229;0.950372674705;3
437;5.10254282665;0.992854979847;3
438;2.76296375593;0.998405307443;0
439;0.61030337401;0.860358229004;2
440;1.12237664505;0.946978777129;0
441;2321.202749;0.830601711368;0
442;0.90421410088;0.850152446552;3
443;1.49220509865;0.962404741305;0
444;0.951522298685;0.998360300699;1
445;1.63893579902;0.988027547119;0
446;11.9794963543;0.994494588204;4
447;793.611764375;0.754374111423;4
448;0.995438125435;0.98523222981;1
449;0.884442896042;0.945958274574;1
450;146.286714134;0.986201239276;2
451;0.49881562766;0.403977865202;2
452;7.1930827901;0.981389879392;0
453;0.512398064181;0.605527866453;4
454;78.6934782551;0.911043759135;1
455;2.0126199228;0.988575787767;0
456;31.0200964739;0.584673963134;3
457;6.37866363316;0.984926960891;2
458;18.1455938868;0.996320004498;1
459;17.8153006833;0.986155077007;1
460;1.9912761089;0.995286067825;1
461;0.608661893257;0.75454520071;2
462;3.36502547403;0.634656818665;3
463;0.737909164314;0.787999811232;3
464;293.055710469;0.813943956568;3
465;1273.79325052;0.991495345598;0
466;1922.04718215;0.971461128585;1
467;1.7519328974;0.998655416381;1
468;39.7863232946;0.977466306799;2
469;0.47829310705;0.344490175457;1
470;0.998008846007;0.31880415229;4
471;1.86467645421;0.966037162793;2
472;47.1058905899;0.998608690618;2
473;1.99509030624;0.997563253088;1
474;481.249570336;0.967713706837;1
475;0.629066189795;0.955044354877;2
476;1.00723292398;0.766796552555;3
477;21.9593279501;0.930748527125;0
478;8.64239861591;0.986729787209;0
479;2258.15260221;0.923327164049;2
480;53.533438021;0.951335961089;1
481;149.253654139;0.996158704815;2
482;0.630023219072;0.920334450788;1
483;2.54709381908;0.99851504832;0
484;1.0997958181;0.833702930553;3
485;0.966605207948;0.722302343397;2
486;0.875314586325;0.950740386937;2
487;1.76086945906;0.978105592621;0
488;9.27332977177;0.916785133862;4
489;49.0570037433;0.999334509755;0
490;0.650357857981;0.981172832437;4
491;21.2962439968;0.980614185712;2
492;1168.87552474;0.993922969862;2
493;9.42853025578;0.99633357935;1
494;17.4548068945;0.442687934981;1
495;0.861648822779;0.831101325056;2
496;32.4875074101;0.873519672779;1
497;37.2780395342;0.581782370281;1
498;6.13966230591;0.947655620909;1
499;11.214360742;0.516679403348;3
500;49.9794386098;0.999969329109;2
501;0.442051612956;0.115004280934;1
502;1.63776509659;0.978320174344;2
503;530.346532974;0.99552236574;1
504;7.32934641125;0.984535175686;1
505;39.0469248104;0.992358130641;3
506;161.108271595;0.991039418125;1
507;20.5540093419;0.985569210364;0
508;0.661702821243;0.989365003965;3
509;1556.23532071;0.855009981289;1
510;0.656391093625;0.903761003432;2
511;3.334474521;0.408703981354;3
512;1070.22429139;0.572973113068;1
513;929.57944536;0.983726221556;0
514;3.56183523794;0.99638767337;0
515;3.38741821406;0.998303353978;1
516;0.600585354995;0.893474903355;3
517;6.92712038621;0.978260341591;2
518;111.793936002;0.930965532949;0
519;4.94690843839;0.99613097358;0
520;0.722354842208;0.851436664285;1
521;0.59425619581;0.966460145644;2
522;3.63395891985;0.772768342594;3
523;8.18934539132;0.998814495095;0
524;2.10128372584;0.904830892281;0
525;0.726013235729;0.945533134655;1
526;1.27373045377;0.843802970392;3
527;3.67748996077;0.99970610502;2
528;0.717098905082;0.997866441841;3
529;1.22746702169;0.837708767978;1
530;1.07746569534;0.691843844497;4
531;228.842089;0.998890989661;1
532;0.637864792821;0.799298209695;2
533;1.27029608374;0.978203501811;0
534;0.976743302197;0.943057956543;3
535;0.819087091962;0.982633955545;3
536;1.56552660228;0.341875947829;4
537;36.5052988081;0.336444566947;3
538;1.30517330487;0.999644246195;0
539;16.8402377691;0.981197332363;0
540;3.12030974093;0.963896298074;2
541;21.5465892824;0.999419954193;2
542;4.12376686151;0.99908421075;2
543;0.974462323233;0.550510820028;1
544;17.6053491017;0.970631150852;2
545;1375.67628349;0.894784554059;2
546;0.726252925825;0.509336389127;2
547;0.511723482405;0.57966623925;3
548;10.3279450056;0.922189687406;2
549;10.113782514;0.995476655331;3
550;0.680800972161;0.905539913412;3
551;1.04255800131;0.983420170864;2
552;329.020875679;0.988508870419;0
553;0.739024391654;0.919354753043;1
554;680.369563769;0.904057023408;2
555;43.7372758749;0.984118152449;4
556;76.4283603725;0.992866931828;1
557;10.4211034279;0.505360225557;1
558;1320.46264282;0.997341839061;1
559;0.999723494321;0.897399743245;4
560;0.374248291869;0.100837670594;5
561;3.06787489094;0.911837777693;1
562;58.5353718874;0.985444256385;1
563;1969.40300332;0.999294570961;2
564;2.7426998083;0.996195387212;2
565;12.995694085;0.946619472092;1
566;16.3415274055;0.445942687636;2
567;9.01348795336;0.992763646044;0
568;3.63941491;0.808472867289;2
569;25.0507344785;0.983353053231;1
570;250.969149175;0.985362011715;2
571;4.74265990546;0.540574107889;3
572;92.5344874254;0.991694966783;2
573;0.719457126155;0.848991513044;1
574;4.09523406407;0.990292573312;1
575;39.0863985572;0.955252836406;2
576;13.7800378762;0.768802668676;0
577;2460.75896328;0.949320390496;2
578;4.71659913185;0.997493875409;3
579;60.8858474241;0.960646559104;0
580;8.5460710215;0.992408605246;2
581;13.0221403146;0.359832433503;5
582;6.95796509714;0.988571774415;0
583;2.09006259296;0.963312774932;1
584;10.9076525049;0.926750237606;2
585;3.58066386485;0.969003046169;1
586;0.423622173643;0.138475228535;1
587;0.923128834573;0.808245080056;4
588;1412.17646056;0.987007231247;0
589;2879.84817413;0.960443324185;2
590;80.5731419127;0.997413457278;3
591;1.55071662661;0.832884520817;3
592;0.578071661121;0.752145412961;1
593;0.584766525128;0.767780292896;2
594;2.72280190802;0.947592349451;0
595;29.4502580517;0.983678476324;1
596;0.690035201105;0.919898955379;2
597;2.77919397484;0.9927650858;0
598;1.17357766039;0.988368948226;1
599;0.631861617406;0.861427488817;1
600;2.92066232552;0.720677797208;3
601;24.0952779405;0.923230871274;3
602;5.82759999479;0.589434068317;2
603;1172.71966662;0.909076464554;3
604;4.25054576184;0.995767372975;2
605;0.532361026233;0.425439474912;3
606;0.947607357285;0.855687010062;1
607;8.3426082356;0.913308918639;2
608;1346.10746776;0.937667469316;2
609;1881.90878732;0.96433106403;3
610;0.848681538085;0.929967830511;1
611;7.03994916741;0.565358820356;3
612;1.86441346191;0.900271415332;1
613;8.9173861635;0.890141123059;0
614;415.624520014;0.975527379543;1
615;1.19219731613;0.969908728185;2
616;1146.43120877;0.891540952827;1
617;0.569671317285;0.907299664079;2
618;1.39698676895;0.976852086315;2
619;2765.76577054;0.877239147045;2
620;95.606371792;0.962050352587;1
621;2.41975301101;0.997007399889;1
622;1.51089135334;0.994428613037;0
623;2.59402289963;0.995384129955;0
624;0.625053739355;0.899497583866;2
625;25.8513283176;0.510404502369;2
626;5.93477833339;0.987920203257;0
627;20.0862582446;0.9958949962;3
628;0.363544542948;0.00430256945806;5
629;0.709837620268;0.932561791765;1
630;370.099477292;0.0350783611118;2
631;4.90114382668;0.819371968118;1
632;97.1508777022;0.926019483551;1
633;6.52688185952;0.996378708921;1
634;1.76833805573;0.961536724539;3
635;0.484093035865;0.481923836116;0
636;0.608385685846;0.83146499872;1
637;0.921393491909;0.964606447773;2
638;5.82355385509;0.985441328326;0
639;0.616702933393;0.377724676994;2
640;19.2694809129;0.990555884569;0
641;383.253916402;0.989298001879;2
642;6.74715406548;0.950430515134;1
643;2047.47894796;0.998243835475;0
644;553.252399755;0.975131583197;4
645;73.4699555606;0.715717621568;2
646;0.604256603842;0.992168735781;1
647;242.002983439;0.998813872624;2
648;19.4318409395;0.557468493453;1
649;0.625296442828;0.77874087276;0
650;1.58177858287;0.982286496611;1
651;2444.24463185;0.9747842897;0
652;347.672696506;0.925246993901;1
653;0.766132133219;0.966343433139;3
654;2.34048262671;0.985399067875;0
655;7.53951579404;0.991412743844;1
656;1.43901211856;0.996908704701;1
657;1.45622498008;0.817872346643;1
658;0.493867279541;0.461653067637;5
659;6.83644483351;0.336671121954;4
660;0.72737172349;0.376788537827;1
661;1.15328072319;0.965047824118;3
662;1.79879906208;0.978385625253;1
663;1.64205840888;0.0625158833959;3
664;31.2092967531;0.994915384779;0
665;268.935991196;0.932528709104;2
666;53.6274222189;0.990620072441;0
667;14.67946649;0.983460859325;1
668;28.2840170807;0.957419975104;0
669;9.89640843353;0.825845832899;1
670;3069.59273051;0.653171380483;1
671;9.85178045463;0.984337386599;1
672;32.8518154261;0.237373643707;0
673;2.35246653384;0.944217960988;1
674;5.07053467153;0.920554276026;1
675;2.94385815136;0.951772792525;0
676;460.763286977;0.996251340733;2
677;0.704732882634;0.974477168379;1
678;1577.386982;0.765552996254;5
679;10.4460985043;0.995386732814;4
680;513.470447143;0.99140090876;1
681;3.20213991498;0.937052591436;1
682;6.77088759579;0.789752389951;1
683;2.2164923661;0.980317292357;1
684;0.819638695413;0.94078469862;1
685;1.83902445073;0.994085751688;1
686;2.47345896145;0.91323984606;2
687;0.808344581056;0.967100261694;3
688;1410.06046358;0.377266556538;3
689;598.957699156;0.958689968544;0
690;2.16569458811;0.991884884883;1
691;5.16390244295;0.697035778616;4
692;5.26532992408;0.974352741754;2
693;0.665504581389;0.996871762116;0
694;344.336892232;0.317673810666;2
695;0.991570299178;0.85180781169;2
696;1.97886142565;0.988771271564;3
697;6.84367586695;0.663155723548;1
698;25.7541496698;0.9111430367;2
699;15.553892406;0.889341293069;1
700;0.772774090802;0.998923879934;2
701;0.728950264882;0.862922814246;2
702;0.647242652739;0.723728327492;3
703;299.017685211;0.894135347096;1
704;0.826640214083;0.980370246742;0
705;0.915587438784;0.985677982498;0
706;0.629396528726;0.908410773097;2
707;4.4235310065;0.3263341527;2
708;0.617149708328;0.252216174582;2
709;6.30881415043;0.998833625568;0
710;1.81143913526;0.719150786506;1
711;0.440560079331;0.348265316592;5
712;6.95367822993;0.9801117644;0
713;1.31803530464;0.998589309289;1
714;0.619304270153;0.843601815412;2
715;0.931729107055;0.990570564179;0
716;1.05154970205;0.883686911771;3
717;3103.73246755;0.393948780083;4
718;1726.17772245;0.955549609966;1
719;167.301915425;0.998757285228;0
720;3.48393259465;0.968857238362;2
721;17.1062070199;0.885606722651;3
722;17.8022518535;0.999870115572;3
723;4.78037956717;0.998637788211;1
724;2.87175170666;0.99862917596;1
725;3.14346241742;0.972304716072;1
726;0.64246358969;0.850060211568;2
727;1.86553734593;0.124869837104;3
728;0.64173588216;0.954481224372;3
729;0.869066676366;0.833691856191;3
730;25.8691555048;0.998984556652;1
731;2.28531310699;0.622011408429;1
732;0.651558801758;0.933039808849;1
733;2.12288965093;0.0365998101924;3
734;7.62901596805;0.998812561301;1
735;558.835564569;0.929905407105;3
736;7.9488089404;0.714599716688;3
737;43.4234125159;0.964891117642;2
738;0.713362995108;0.963710439152;3
739;6.81262158739;0.929396620865;2
740;1.28427057846;0.26931076049;3
741;8.08173119489;0.984250478686;2
742;76.7531683007;0.973252701634;1
743;652.681749722;0.874848460722;1
744;0.903601142657;0.965524988728;1
745;0.586525034943;0.877317153877;1
746;3.08673378244;0.984292566324;3
747;1.03294714918;0.99805434358;0
748;1.27348224032;0.920867624528;1
749;132.708984954;0.994373902183;0
750;3.71017688556;0.928658579455;2
751;3.36609825691;0.996284206293;1
752;611.470462816;0.87540384718;4
753;2.30340226001;0.958955286532;3
754;1014.6694919;0.96724213948;0
755;0.582297584142;0.543145273452;3
756;94.0568945958;0.94252532694;1
757;140.197482593;0.942571216502;3
758;1409.14947331;0.662265942979;1
759;733.562231227;0.867798349636;2
760;1923.09871216;0.980169469366;2
761;41.7378085995;0.613438621934;2
762;8.86872813309;0.994842350753;0
763;0.837655052199;0.964446291748;2
764;2.07785445399;0.244328812954;0
765;2310.05934951;0.69972127297;2
766;0.647419818166;0.992446818924;1
767;7.57589808073;0.492611877232;4
768;1.297755694;0.593170314132;1
769;0.788525323939;0.914928161806;3
770;518.483317838;0.850550391644;0
771;1176.51004126;0.966645862776;2
772;3.26116770678;0.988229790857;1
773;0.761252035477;0.993459311855;3
774;0.805560800455;0.986343490586;1
775;33.5629271932;0.893200072201;1
776;0.602264548444;0.697389610557;4
777;2922.63784596;0.973257695741;1
778;1.42309035271;0.994033123416;0
779;0.861503998249;0.975294818553;1
780;8.8829609369;0.58120070761;1
